id,incident_date,address,city,county,state,number_killed,number_injured,operations,city_or_county,number,street,city_2,zip,county_2,households_total,households_moe,median_income_total,median_income_moe,accuracy_score,accuracy_type,state_2,latitude,longitude,state_fips,county_fips,place_fips,census_tract_code,census_block_code,census_block_group,full_fips
218,2014-12-30,FM 1409 and County Road 460,Dayton,NA,Texas,0,1,N/A,Dayton,NA,FM 1409,Dayton,77535,Liberty County,585,182,48860,24887,1,street_center,TX,29.921478,-94.830842,48,48291,4819432,701100,1019,1,482917011001019
219,2014-12-22,Johnson Ranch Road and County Road 4016,Kaufman County,NA,Texas,0,1,N/A,Kaufman County,NA,NA,Kaufman,75142,Kaufman County,NA,NA,NA,NA,0.33,place,TX,32.581306,-96.265477,48,48257,4838488,051100,2000,2,482570511002000
220,2014-12-05,800 Kern Rd,Killeen,NA,Texas,0,1,N/A,Killeen,800,W Kern Rd,Killeen,76541,Bell County,325,82,29858,7502,0.9,range_interpolation,TX,31.132300999999998,-97.733322,48,48027,4839148,022801,1006,1,480270228011006
221,2014-12-04,1200 block of Golden View Court,Arlington,NA,Texas,1,0,N/A,Arlington,NA,NA,Arlington,76001,Tarrant County,NA,NA,NA,NA,0.33,place,TX,32.635563,-97.148829,48,48439,4804000,111409,1000,1,484391114091000
222,2014-11-30,4702 West Magnum Rd.,Houston,NA,Texas,0,1,N/A,Houston,NA,NA,Houston,77001,Harris County,NA,NA,NA,NA,0.33,place,TX,29.813142,-95.309789,48,48201,4835000,230200,1000,1,482012302001000
223,2014-11-29,4700 block of West Mangum Road,Houston,NA,Texas,0,1,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
224,2014-11-29,N/A,Rice,NA,Texas,0,1,N/A,Rice,NA,NA,Rice,75155,Ellis County,NA,NA,NA,NA,1,place,TX,32.24376,-96.4986,48,48139,4861736,970100,2103,2,483499701002103
225,2014-11-28,N/A,Childress,NA,Texas,1,0,N/A,Childress,NA,NA,Childress,79201,Childress County,NA,NA,NA,NA,1,place,TX,34.4104,-100.236376,48,48075,4814668,950100,1607,1,480759501001607
226,2014-11-25,4302 Falcon Meadow,Katy,NA,Texas,1,0,N/A,Katy,4302,Falcon Meadow Dr,Katy,77449,Harris County,2817,388,62005,4383,1,rooftop,TX,29.834361,-95.704116,48,48201,4838476,542101,2053,2,482015421012053
227,2014-11-25,N/A,Hale County,NA,Texas,0,1,N/A,Hale County,NA,NA,Hull,77564,Liberty County,NA,NA,NA,NA,0.67,place,TX,30.14632,-94.64242,48,48291,4835324,701300,1051,1,482917013001051
228,2014-11-24,400 block of East Thomas Street,Atlanta,NA,Texas,1,0,N/A,Atlanta,NA,NA,Atlanta,75551,Cass County,NA,NA,NA,NA,0.33,place,TX,33.08447,-94.242023,48,48067,4804516,950100,5038,5,480679501005038
229,2014-11-22,Texas County Road 4070,Woodville,NA,Texas,1,0,N/A,Woodville,NA,NA,Scarborough,04070,Cumberland County,NA,NA,NA,NA,0.27,place,ME,43.576983,-70.273642,23,23005,2366110,017304,4000,4,230050173044000
230,2014-10-19,3800 block of Reynosa Street,Corpus Christi,NA,Texas,1,0,N/A,Corpus Christi,NA,NA,Corpus Christi,78401,Nueces County,NA,NA,NA,NA,0.33,place,TX,27.797802,-97.399067,48,48355,4817000,006400,2102,2,483550064002102
231,2014-09-26,Force and Crown,Houston,NA,Texas,1,0,N/A,Houston,NA,Crown St,Houston,77020,Harris County,NA,NA,NA,NA,0.8,intersection,TX,29.786322,-95.293348,48,48201,4835000,211900,3006,3,482012119003006
232,2014-09-24,325 Pruitt Ave.,San Antonio,NA,Texas,0,0,N/A,San Antonio,325,Pruitt,San Antonio,78204,Bexar County,331,79,38953,8844,1,rooftop,TX,29.399562,-98.507585,48,48029,4865000,150100,3007,3,480291501003007
233,2014-09-05,200 block of Moonshine Hill,Humble,NA,Texas,0,1,N/A,Humble,NA,NA,Humble,77325,Harris County,NA,NA,NA,NA,0.33,place,TX,29.83399,-95.434241,48,48201,4835348,531700,2004,2,482015317002004
234,2014-08-24,4200 block of Southwest Loop 410,San Antonio,NA,Texas,1,0,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
235,2014-08-21,Mountain View Lane,Pipe Creek,NA,Texas,0,1,N/A,Pipe Creek,NA,Mountain View Ln,Pipecreek,78063,Bandera County,501,143,63807,33902,1,street_center,TX,29.723703,-98.876538,48,48019,4857860,000102,3110,3,480190001023110
236,2014-08-14,4600 East Houston St.,San Antonio,NA,Texas,1,0,N/A,San Antonio,4600,E Houston St,San Antonio,78220,Bexar County,972,129,19936,3992,1,range_interpolation,TX,29.423875,-98.403158,48,48029,4865000,131000,1007,1,480291310001007
237,2014-08-13,400 block of S. Pine St.,San Antonio,NA,Texas,0,1,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
238,2014-08-10,1100 S Seventh,Conroe,NA,Texas,0,1,N/A,Conroe,1100,S 7th St,Baytown,77520,Harris County,313,49,44813,22290,1,range_interpolation,TX,29.723889,-94.966178,48,48201,4806128,254200,2024,2,482012542002024
239,2014-08-10,N/A,Texas City,NA,Texas,0,1,N/A,Texas City,NA,NA,Texas City,77590,Galveston County,NA,NA,NA,NA,1,place,TX,29.376057,-94.921474,48,48167,4872392,726200,1280,1,481677262001280
240,2014-08-07,N/A,Texas City,NA,Texas,0,1,N/A,Texas City,NA,NA,Texas City,77590,Galveston County,NA,NA,NA,NA,1,place,TX,29.376057,-94.921474,48,48167,4872392,726200,1280,1,481677262001280
241,2014-08-06,10100 Beechnut St,Houston,NA,Texas,0,2,N/A,Houston,10100,Beechnut St,Houston,77072,Harris County,1051,132,35366,12657,1,rooftop,TX,29.690218,-95.561082,48,48201,4835000,453100,1002,1,482014531001002
242,2014-08-05,600 block of Destin Dr,Fort Worth,NA,Texas,0,1,N/A,Fort Worth,509,Black Dr,Colleyville,76034,Tarrant County,988,150,134231,28173,0.6,nearest_rooftop_match,TX,32.877975,-97.161523,48,48439,4815988,113610,4029,4,484391136104029
243,2014-08-01,N/A,Ector County,NA,Texas,0,1,N/A,Ector County,NA,NA,Ector,75439,Fannin County,NA,NA,NA,NA,1,place,TX,33.57733,-96.27331,48,48147,4822516,950300,3030,3,481479503003030
244,2014-07-31,1600 block of Saunders,Bryan,NA,Texas,1,0,N/A,Bryan,NA,NA,Bryan,77801,Brazos County,NA,NA,NA,NA,0.33,place,TX,30.639285,-96.362454,48,48041,4810912,000900,1016,1,480410009001016
245,2014-07-31,N/A,Bryan,NA,Texas,1,0,N/A,Bryan,NA,NA,Bryan,77801,Brazos County,NA,NA,NA,NA,1,place,TX,30.639285,-96.362454,48,48041,4810912,000900,1016,1,480410009001016
246,2014-07-26,N/A,Belton,NA,Texas,0,1,N/A,Belton,NA,NA,Belton,76513,Bell County,NA,NA,NA,NA,1,place,TX,30.983551,-97.521848,48,48027,4807492,023403,1067,1,480270234031067
247,2014-07-23,Pine and E. Crockett St.,San Antonio,NA,Texas,0,1,N/A,San Antonio,NA,New Aly,San Antonio,78207,Bexar County,771,140,21960,7719,0.5,street_center,TX,29.406571,-98.519286,48,48029,4865000,160100,4039,4,480291601004039
248,2014-07-12,100 Debby Ln,Mineola,NA,Texas,0,1,N/A,Mineola,100,Debby Ln,Mineola,75773,Wood County,427,107,36484,12648,1,rooftop,TX,32.64954,-95.490594,48,48499,4848648,950800,5078,5,484999508005078
249,2014-07-09,FM 1375 E,New Waverly,NA,Texas,0,1,N/A,New Waverly,NA,FM 1375 E,New Waverly,77358,Walker County,398,80,24000,8022,1,street_center,TX,30.539606,-95.480481,48,48471,4851396,790200,5017,5,484717902005017
250,2014-07-05,11400 block of Panay,Houston,NA,Texas,1,0,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
251,2014-07-03,N/A,Dallas,NA,Texas,1,0,N/A,Dallas,NA,NA,Dallas,75201,Dallas County,NA,NA,NA,NA,1,place,TX,32.781179,-96.790329,48,48113,4819000,003101,1026,1,481130031011026
252,2014-07-01,Co Rd 4764,Briar,NA,Texas,0,1,N/A,Briar,NA,Co Rd 4764,Azle,76020,Wise County,797,188,61050,6781,0.9,street_center,TX,33.01593,-97.561908,48,48497,4805168,150601,1033,1,484971506011033
253,2014-06-30,6301 Ranchester,Houston,NA,Texas,1,0,N/A,Houston,6301,Ranchester Dr,Houston,77036,Harris County,472,101,32692,14318,1,range_interpolation,TX,29.710069,-95.545498,48,48201,4835000,433002,1004,1,482014330021004
254,2014-06-27,14678 FM 59,Athens,NA,Texas,0,1,N/A,Athens,NA,FM 59,Athens,75751,Henderson County,783,147,78516,32501,0.6,street_center,TX,32.192005,-95.858446,48,48213,4804504,951300,3031,3,482139513003031
255,2014-06-22,739 West William Cannon Dr,Austin,NA,Texas,1,0,N/A,Austin,739,W William Cannon Dr,Austin,78745,Travis County,1231,83,48423,5152,1,rooftop,TX,30.19741,-97.78989,48,48453,4805000,002424,2001,2,484530024242001
256,2014-06-13,16000 block of US 385,Odessa,NA,Texas,0,1,N/A,Odessa,NA,NA,Odessa,79760,Ector County,NA,NA,NA,NA,0.33,place,TX,31.765163,-102.354346,48,48135,4853388,003000,4081,4,481350030004081
257,2014-06-12,Evanston St,Houston,NA,Texas,0,1,N/A,Houston,NA,Evanston St,Houston,77015,Harris County,723,104,30409,9662,1,street_center,TX,29.785411,-95.183019,48,48201,4835000,233101,2038,2,482012331012038
258,2014-05-24,100 block of Becker St,Boerne,NA,Texas,1,0,N/A,Boerne,NA,NA,Boerne,78006,Kendall County,NA,NA,NA,NA,0.33,place,TX,29.893137,-98.685719,48,48259,4809160,970402,2016,2,482599704022016
259,2014-04-24,Isom Street,Houston,NA,Texas,0,1,N/A,Houston,NA,Isom St,Houston,77039,Harris County,356,93,33516,11952,1,street_center,TX,29.898787,-95.361722,48,48201,4835000,222300,2001,2,482012223002001
260,2014-04-13,9820 North Freeway,Houston,NA,Texas,0,0,N/A,Houston,9820,North Fwy,Houston,77037,Harris County,520,85,30000,11530,1,rooftop,TX,29.906782,-95.411665,48,48201,4835000,222401,2009,2,482012224012009
261,2014-03-13,County Road 2130,Emory,NA,Texas,1,0,N/A,Emory,NA,County Rd,Chelsea,02150,Suffolk County,469,107,63259,9762,0.5,street_center,MA,42.402844,-71.038053,25,25025,2513205,160602,1026,1,250251606021026
262,2014-03-10,County Rd 3144,Corsicana,NA,Texas,1,0,N/A,Corsicana,NA,County Rd,Hillsboro,03244,Hillsborough County,765,152,78375,11758,0.5,street_center,NH,43.163734,-71.950599,33,33011,3335965,025500,3026,3,330110255003026
263,2014-03-01,12800 block of Gotham Dr,Houston,NA,Texas,1,0,N/A,Houston,NA,Belk St,Houston,77087,Harris County,392,87,25469,4498,0.5,street_center,TX,29.694371,-95.313616,48,48201,4835000,332800,1018,1,482013328001018
264,2014-03-01,N/A,Dallas,NA,Texas,0,1,N/A,Dallas,NA,NA,Dallas,75201,Dallas County,NA,NA,NA,NA,1,place,TX,32.781179,-96.790329,48,48113,4819000,003101,1026,1,481130031011026
265,2014-02-27,200 block of Madero,San Antonio,NA,Texas,1,0,N/A,San Antonio,NA,NA,San Antonio,78201,Bexar County,NA,NA,NA,NA,0.33,place,TX,29.468413,-98.528889,48,48029,4865000,180201,4046,4,480291802014046
266,2014-02-14,N/A,Aransas Pass,NA,Texas,0,1,N/A,Aransas Pass,NA,NA,Aransas Pass,78335,San Patricio County,NA,NA,NA,NA,1,place,TX,27.873028,-97.092196,48,48409,4803600,006200,1077,1,483550062001077
267,2014-01-26,1100 block of TX 31,Kilgore,NA,Texas,1,0,N/A,Kilgore,NA,NA,Kilgore,75662,Gregg County,NA,NA,NA,NA,0.33,place,TX,32.410306,-94.793392,48,48183,4839124,010500,1052,1,481830105001052
268,2014-01-25,1100 block of TX-31,Kilgore,NA,Texas,1,0,N/A,Kilgore,NA,NA,Kilgore,75662,Gregg County,NA,NA,NA,NA,0.33,place,TX,32.410306,-94.793392,48,48183,4839124,010500,1052,1,481830105001052
269,2014-01-18,100 block of S. Broad,Lampasas County,NA,Texas,0,1,N/A,Lampasas County,NA,NA,Lampasas,76550,Lampasas County,NA,NA,NA,NA,0.33,place,TX,31.183225,-98.236306,48,48281,4841188,950302,3011,3,482819503023011
270,2014-01-02,610 Howard Street,Taylor,NA,Texas,0,1,N/A,Taylor,610,Howard St,Taylor,76574,Williamson County,545,86,51441,4793,1,rooftop,TX,30.572061,-97.420253,48,48491,4871948,021100,1015,1,484910211001015
